Label,Accelerometer,Gyroscope
A,"[[0.78, -0.09, -0.1], [-0.95, -0.69, -0.15], [-3.93, -1.09, 2.78], [-1.17, -0.41, 0.98], [0.33, -0.26, 0.23], [-0.78, 0.08, 0.87], [-0.55, -0.01, 0.58], [-0.41, 0.25, 0.44], [-1.26, -0.13, 1.12], [-0.68, -0.29, 0.61], [-0.58, -0.36, 0.54], [-0.75, -0.2, 0.74], [-0.66, -0.09, 0.67], [-0.78, -0.22, 0.65], [-0.68, -0.1, 0.78], [-0.63, -0.23, 0.61], [-0.79, -0.21, 0.69], [-0.78, -0.11, 0.75], [-0.76, -0.08, 0.78], [-0.53, 0.05, 0.79], [-0.6, -0.05, 0.86], [-0.72, -0.16, 0.78], [-0.64, -0.05, 0.81], [-0.7, -0.1, 0.69], [-0.78, -0.23, 0.63], [-0.81, -0.17, 0.63], [-0.85, -0.18, 0.56], [-0.86, -0.23, 0.59], [-0.78, -0.2, 0.62], [-0.85, -0.14, 0.63], [-0.84, -0.09, 0.65], [-0.83, -0.05, 0.64], [-0.81, -0.12, 0.65], [-0.86, -0.22, 0.61], [-0.78, -0.16, 0.66], [-0.76, -0.15, 0.67], [-0.74, -0.15, 0.72], [-0.65, -0.16, 0.84], [-0.67, -0.22, 0.84], [-0.8, -0.28, 0.73], [-0.85, -0.32, 0.53], [-0.66, -0.28, 0.68], [-0.6, -0.45, 0.6], [-0.56, -0.26, 0.55], [-0.72, -0.11, 0.69], [-0.67, -0.02, 0.61], [-0.89, -0.08, 0.81], [-0.86, -0.1, 0.76], [-0.57, -0.12, 0.56], [-0.77, -0.16, 0.76], [-0.79, -0.16, 0.77], [-0.73, 0.2, 0.88], [-0.71, 0.3, 0.8], [-0.75, -0.14, 0.68], [-0.76, -0.59, 0.62], [-0.75, -0.53, 0.6], [-0.76, -0.1, 0.83], [-0.86, -0.08, 0.85], [-1.07, 0.17, 1.22], [-1.04, -0.23, 1.21]]","[[404.91, -465.21, -15.08], [83.01, -498.9, -107.48], [20.69, -342.71, 114.56], [82.82, 55.42, 36.68], [-88.68, 6.47, -16.42], [-170.72, -34.61, -8.61], [2.99, 33.75, 40.41], [13.06, -13.24, 20.08], [31.37, 16.54, 10.5], [76.54, 26.73, 17.76], [5.68, -2.93, 1.95], [-30.03, -6.71, -4.46], [-11.05, 0.12, 0.79], [12.51, -39.06, 7.02], [18.25, -43.88, 9.83], [-16.24, -5.37, -17.03], [-23.25, 2.87, -16.91], [-19.23, 2.26, -10.31], [-5.55, -4.88, 2.81], [24.72, 2.69, 8.97], [12.08, 26.12, -11.41], [-0.79, 33.26, -26.0], [26.86, 23.01, -11.11], [35.34, 23.13, -18.37], [15.56, 9.03, -18.07], [12.57, 0.92, -14.4], [12.45, -5.74, -5.49], [17.52, -17.27, 11.35], [16.85, -5.55, 15.14], [-10.93, 13.24, -1.89], [-27.59, 8.24, -22.03], [-8.97, -5.98, -10.07], [19.1, -22.28, 6.59], [13.92, -20.69, 5.19], [2.44, -27.65, -1.4], [3.6, -20.08, -0.18], [8.79, -17.21, 8.73], [28.26, -19.9, 7.87], [16.05, -10.5, 4.76], [-12.08, 2.32, 6.16], [-31.62, 83.31, -0.61], [41.32, 68.66, 57.31], [28.81, 45.47, 52.49], [-16.97, 36.56, 16.85], [-32.65, 19.84, 12.7], [-10.31, -9.89, 9.7], [-22.34, -7.63, -2.69], [11.72, -0.67, 24.9], [1.77, -10.62, 9.7], [-27.71, -2.81, -6.84], [-19.65, 6.47, -19.59], [-28.26, 11.84, -40.71], [-11.72, 12.27, -83.31], [16.05, 1.34, -70.25], [46.57, -14.22, 7.57], [28.5, -2.44, 28.63], [-36.38, 18.86, -28.26], [-28.26, 21.91, -23.07], [10.62, 114.5, 44.43], [66.04, 142.4, 78.86]]"
A,"[[1.44, 0.68, -1.29], [-3.05, -0.74, -0.56], [-3.01, 0.09, 2.76], [-1.0, 0.21, 0.95], [0.41, -0.38, 0.27], [-0.9, -0.16, 1.2], [-0.82, -0.31, 0.84], [-0.65, -0.39, 0.57], [-0.78, 0.14, 0.69], [-1.05, 0.06, 0.89], [-0.96, -0.13, 0.81], [-0.93, -0.12, 0.76], [-0.75, -0.15, 0.71], [-0.72, -0.35, 0.64], [-0.63, -0.18, 0.63], [-0.75, -0.15, 0.84], [-0.77, -0.13, 0.69], [-0.74, -0.22, 0.74], [-0.76, -0.25, 0.71], [-0.74, -0.2, 0.73], [-0.55, -0.12, 1.02], [-0.58, -0.11, 0.93], [-0.59, -0.13, 0.87], [-0.67, -0.05, 0.79], [-0.72, 0.07, 0.75], [-0.85, -0.11, 0.55], [-0.96, -0.22, 0.56], [-0.9, -0.11, 0.53], [-0.9, -0.17, 0.49], [-1.03, -0.0, 0.43], [-0.92, -0.07, 0.53], [-0.91, -0.08, 0.59], [-0.82, -0.06, 0.65], [-0.81, -0.11, 0.6], [-0.73, -0.22, 0.68], [-0.67, -0.25, 0.73], [-0.61, -0.19, 0.86], [-0.61, -0.34, 0.86], [-0.77, -0.33, 0.78], [-0.78, -0.47, 0.58], [-1.03, -0.44, 0.93], [-0.41, -0.01, 0.47], [-0.52, -0.31, 0.39], [-0.73, -0.24, 0.58], [-0.87, -0.09, 0.81], [-0.83, -0.08, 0.66], [-0.77, -0.26, 0.65], [-0.78, -0.01, 0.85], [-0.78, -0.07, 0.76], [-0.72, -0.07, 0.77], [-0.71, 0.12, 0.82], [-0.71, 0.12, 0.72], [-0.76, -0.05, 0.66], [-0.89, -0.29, 0.63], [-0.9, -0.34, 0.61], [-0.79, -0.2, 0.66], [-0.78, -0.18, 0.64], [-0.79, -0.05, 0.67], [-0.95, 0.03, 0.8], [-1.3, -0.05, 1.16], [-0.79, -0.0, 0.83], [-0.55, -0.25, 0.68], [-0.75, -0.41, 0.92], [-1.6, -0.38, 1.79]]","[[45.78, -538.7, -90.33], [-85.51, -729.74, -74.16], [-59.69, -431.4, 38.27], [92.47, -22.89, 26.06], [115.84, -21.61, 29.85], [-155.58, -18.86, -42.72], [-47.12, 26.55, 2.69], [-2.26, 11.96, 44.8], [-44.86, 8.12, 14.95], [-24.6, 16.72, -28.32], [21.12, 6.84, -8.97], [-10.31, 23.13, 5.74], [51.09, 8.42, 1.46], [39.18, 8.97, -0.18], [1.1, -7.81, 5.43], [-0.06, -32.41, 7.08], [40.22, -5.31, 12.27], [55.91, -4.39, 8.06], [32.17, -10.8, -0.73], [17.33, -15.32, -5.25], [3.42, -15.38, -4.03], [-39.92, 19.84, -23.07], [-72.75, 31.13, -42.24], [-49.87, 14.71, -42.3], [-16.72, 8.67, -29.91], [42.85, 3.78, -8.06], [40.1, -12.15, 1.95], [25.45, -16.24, 7.39], [25.09, -9.7, 15.38], [12.15, 15.87, 21.73], [-2.69, 11.72, -15.38], [12.57, 0.37, -17.7], [61.71, -21.55, 5.98], [52.86, -30.21, 13.24], [11.96, -26.67, 5.0], [0.49, -20.2, 1.34], [20.2, -9.28, 8.42], [18.13, -2.81, 10.68], [-16.54, -9.83, 7.81], [-76.29, 57.56, 14.65], [9.52, 68.3, 63.66], [96.37, 58.29, 80.69], [21.91, 22.64, 20.81], [-56.09, -17.21, 5.55], [-46.57, -28.26, 19.84], [-23.38, -8.48, 10.5], [-18.19, -19.35, 16.6], [-45.29, -29.11, 2.08], [-23.93, -10.93, -3.48], [3.23, -10.8, -11.23], [-46.08, 13.18, -58.53], [-42.42, 20.39, -79.22], [-16.11, 17.03, -67.63], [7.81, 9.52, -39.37], [53.34, -18.31, 17.82], [42.42, -19.84, 16.42], [-10.56, -1.04, -9.52], [-33.57, 10.38, -14.95], [-4.09, 14.1, -6.65], [106.14, 58.29, 71.59], [98.02, 110.29, 56.21], [56.76, 98.02, 52.43], [-16.72, 97.72, 33.81], [-83.68, 240.23, -0.18]]"
A,"[[-0.36, -0.31, -0.07], [-1.64, -0.47, 1.06], [-1.32, -0.32, 1.92], [-0.87, -0.29, 0.99], [-0.81, -0.05, 1.4], [-0.79, -0.23, 1.05], [-0.74, -0.2, 1.17], [-0.55, -0.3, 1.04], [-0.67, -0.22, 0.92], [-0.74, -0.03, 0.91], [-0.71, -0.14, 0.78], [-0.64, -0.03, 0.65], [-0.64, -0.34, 0.63], [-0.72, -0.33, 0.73], [-0.69, -0.18, 0.72], [-0.7, -0.06, 0.68], [-0.75, -0.2, 0.78], [-0.67, -0.22, 0.71], [-0.71, -0.2, 0.73], [-0.69, -0.2, 0.71], [-0.71, -0.21, 0.73], [-0.7, -0.16, 0.8], [-0.35, -0.14, 1.09], [-0.63, -0.14, 0.89], [-0.56, -0.19, 0.85], [-0.62, -0.05, 0.81], [-0.67, -0.0, 0.81], [-0.79, 0.02, 0.72], [-0.88, -0.12, 0.61], [-0.86, -0.18, 0.57], [-0.85, -0.16, 0.64], [-0.74, -0.17, 0.65], [-0.81, 0.1, 0.74], [-0.88, -0.08, 0.59], [-0.8, 0.09, 0.78], [-0.74, -0.09, 0.7], [-0.69, -0.19, 0.71], [-0.63, -0.16, 0.79], [-0.55, -0.17, 0.87], [-0.58, -0.18, 0.82], [-0.59, -0.24, 0.87], [-0.74, -0.15, 0.83], [-0.84, -0.2, 0.81], [-0.93, -0.01, 0.64], [-0.71, -0.29, 0.63], [-0.61, -0.23, 0.63], [-0.6, -0.16, 0.65], [-0.54, -0.22, 0.61], [-0.72, -0.17, 0.71], [-0.8, -0.15, 0.83], [-0.72, -0.1, 0.73], [-0.62, -0.06, 0.65], [-0.84, 0.06, 0.8], [-0.71, -0.1, 0.73], [-0.68, -0.12, 0.69], [-0.7, -0.1, 0.78], [-0.76, 0.34, 0.76], [-0.72, 0.06, 0.75], [-0.77, -0.25, 0.72], [-0.69, -0.47, 0.69], [-0.74, -0.16, 0.77], [-0.72, -0.06, 0.77], [-0.7, 0.05, 0.7], [-0.77, -0.14, 0.76], [-0.93, -0.22, 1.2], [-0.83, 0.18, 0.94], [-0.64, -0.07, 0.57], [-0.53, -0.29, 0.73], [-0.79, -0.36, 1.04], [-1.21, -0.58, 1.48], [-1.9, -1.01, 1.98]]","[[60.3, -361.94, 39.0], [112.61, -346.98, 101.99], [32.96, -150.33, 2.93], [-65.0, -10.19, -45.47], [48.89, -91.98, -32.23], [-36.87, -49.99, -25.82], [-42.91, -1.89, -6.23], [15.2, -16.97, -3.3], [-31.98, -38.51, -7.26], [3.48, -41.2, 10.8], [62.5, -31.98, 30.7], [63.6, -25.15, 34.73], [29.91, -6.41, 13.92], [-15.56, -5.55, 12.21], [-15.87, 0.92, 8.24], [8.97, -15.63, 9.7], [14.34, -4.03, 4.15], [7.14, -5.13, 4.7], [-12.33, -1.77, 1.77], [4.7, -3.6, 0.06], [2.56, -2.93, -1.28], [14.53, -9.34, -0.92], [31.25, -24.11, 8.48], [-15.75, 13.43, -14.95], [-49.68, 26.55, -32.23], [-115.05, 36.93, -51.33], [-61.4, 28.93, -42.48], [15.69, 11.66, -11.35], [47.3, -2.81, -5.07], [38.02, -14.28, -5.92], [50.6, -25.88, 6.16], [10.74, 4.64, 9.09], [-49.19, 10.68, -11.11], [-22.46, -0.55, -16.72], [20.81, -16.54, -6.53], [50.48, -28.69, 9.22], [22.09, -25.39, 9.7], [-1.83, -12.63, 9.52], [8.24, -5.31, 7.14], [12.57, 5.55, 10.99], [2.81, 0.55, 12.94], [-1.95, -18.98, 1.4], [-7.57, -31.01, -2.26], [-23.93, 66.65, 39.18], [64.39, 39.43, 71.17], [-19.17, 28.75, 23.86], [-27.83, 25.45, 17.94], [-42.85, -3.3, 5.68], [-48.34, -17.76, -0.24], [-21.18, -6.71, 12.27], [-5.25, 0.0, 16.66], [7.45, -19.17, 12.76], [-28.69, 15.14, -5.49], [4.82, -1.4, 7.08], [0.24, -1.28, 9.89], [-7.69, -0.18, 0.67], [-47.12, 17.94, -63.05], [-16.42, 3.6, -65.43], [9.28, -0.98, -45.78], [35.22, -3.78, 14.95], [-9.09, 3.48, 3.97], [-14.95, 5.92, -10.86], [22.89, 8.36, -7.45], [69.64, 11.41, 23.13], [116.88, -20.26, 71.41], [-18.92, 74.58, 46.2], [-10.5, 65.06, -8.97], [44.62, 19.04, 2.69], [39.49, 14.83, 10.13], [17.64, 55.66, 0.79], [-23.13, 226.14, 22.28]]"
A,"[[0.73, 0.4, -0.84], [-2.17, -0.75, -1.03], [-3.82, 0.15, 3.47], [-1.24, -0.68, 1.14], [0.27, 0.13, 0.3], [-0.66, -0.14, 1.1], [-0.34, -0.09, 0.59], [-0.55, -0.17, 0.9], [-1.15, 0.19, 1.15], [-0.7, -0.03, 0.89], [-0.61, 0.03, 0.66], [-0.61, -0.02, 0.61], [-0.74, -0.05, 0.76], [-0.86, -0.04, 0.73], [-0.82, 0.0, 0.8], [-0.69, -0.07, 0.68], [-0.69, -0.16, 0.7], [-0.76, -0.03, 0.77], [-0.73, 0.02, 0.77], [-0.73, 0.04, 0.81], [-0.6, -0.08, 0.98], [-0.69, -0.08, 0.8], [-0.64, -0.16, 0.75], [-0.68, 0.08, 0.78], [-0.87, 0.02, 0.6], [-0.89, -0.02, 0.61], [-0.83, -0.12, 0.68], [-0.84, -0.09, 0.51], [-0.79, -0.03, 0.63], [-0.76, -0.08, 0.66], [-0.86, -0.01, 0.85], [-0.78, -0.06, 0.7], [-0.83, 0.07, 0.66], [-0.79, -0.09, 0.64], [-0.78, -0.09, 0.68], [-0.67, -0.1, 0.75], [-0.67, -0.12, 0.78], [-0.59, -0.12, 0.86], [-0.56, -0.15, 0.9], [-0.81, -0.12, 0.83], [-0.48, -0.35, 1.31], [-0.97, -0.05, 0.95], [-0.61, -0.21, 0.54], [-0.4, -0.26, 0.46], [-0.61, -0.14, 0.66], [-0.85, 0.05, 0.83], [-0.78, 0.0, 0.71], [-0.74, 0.01, 0.75], [-0.74, -0.08, 0.78], [-0.63, -0.06, 0.69], [-0.93, -0.11, 0.83], [-0.75, -0.05, 0.73], [-0.74, -0.0, 0.76], [-0.66, 0.45, 0.82], [-0.79, 0.21, 0.74], [-0.72, -0.14, 0.67], [-0.66, -0.32, 0.7], [-0.76, -0.09, 0.79], [-0.71, 0.05, 0.81], [-0.74, 0.16, 0.83], [-0.83, 0.1, 0.82], [-0.75, 0.03, 0.74], [-0.64, -0.12, 0.73], [-0.63, -0.17, 0.78], [-0.64, -0.13, 0.83], [-0.65, -0.07, 0.87], [-0.61, -0.25, 0.77], [-0.89, -0.26, 1.04], [-1.2, -0.3, 1.39], [-2.09, -0.58, 2.1]]","[[19.65, -506.53, -67.75], [42.05, -668.4, -25.82], [-57.8, -255.86, 48.16], [29.6, 62.44, 7.87], [-34.97, 4.39, 19.41], [-88.68, -10.13, -62.81], [9.52, 54.02, 37.78], [-72.45, -14.22, -36.8], [-81.05, 20.81, -30.76], [-6.53, 39.55, -17.21], [22.83, 27.22, -1.04], [2.44, -3.54, -3.78], [-3.05, -22.64, -0.55], [-5.55, -17.4, -5.68], [15.81, -17.15, -0.43], [32.71, -16.66, -0.85], [17.15, -15.63, -5.55], [-2.32, -13.18, -9.03], [2.32, -19.47, -3.42], [24.29, -32.96, 9.16], [42.48, 7.63, 7.39], [-13.31, 25.33, -27.71], [-69.52, 28.08, -41.56], [-52.06, 19.9, -21.24], [22.58, 10.25, -4.09], [61.71, -16.3, 8.36], [61.28, -26.92, 9.46], [-10.01, 7.51, -10.86], [0.06, 4.52, 3.72], [-7.57, 24.96, 5.8], [-10.19, 21.42, -10.74], [8.36, -6.65, -12.15], [35.1, -18.37, 3.66], [33.87, -23.86, 6.41], [12.15, -23.19, 1.22], [9.28, -15.44, 2.87], [0.43, -8.3, 3.23], [-1.83, 0.79, 3.17], [9.03, 14.28, 4.94], [-3.66, -5.74, -1.22], [-47.42, 72.81, 31.19], [28.02, 61.71, 10.31], [79.53, 72.08, 47.06], [-4.09, 11.6, 18.31], [-35.16, -18.01, 2.01], [-18.55, -9.46, 6.41], [-4.39, -2.81, 3.85], [-12.08, -5.98, -3.05], [-5.13, -7.26, 1.46], [-2.08, -8.48, 4.21], [-13.73, -12.7, -6.59], [-15.2, -0.37, -8.48], [-11.17, -2.99, -6.77], [-5.07, -0.85, -11.78], [-16.36, 21.67, -69.34], [15.26, 8.24, -28.81], [30.15, 0.49, 19.65], [-0.43, 3.97, 1.89], [-14.1, 8.12, -17.4], [-3.11, 7.39, -7.08], [32.41, 5.86, 31.49], [23.86, 60.55, 64.21], [34.97, 26.79, 23.62], [35.46, 14.22, 15.01], [34.42, 0.31, 25.33], [34.18, 5.86, 25.82], [20.02, -1.4, 9.4], [-36.8, 25.02, -12.08], [-34.06, 103.15, -2.5], [-55.97, 264.4, 5.49]]"
A,"[[1.53, 0.32, -1.2], [-0.02, -0.14, -2.16], [-3.2, -1.8, -1.16], [-4.0, 0.18, 4.0], [-1.46, -0.79, 0.56], [-0.23, -0.42, 0.81], [-0.52, 0.18, 0.98], [-0.05, 0.16, 0.36], [-0.51, -0.52, 0.59], [-1.05, -0.25, 1.1], [-0.9, -0.29, 0.97], [-0.89, -0.28, 0.96], [-0.91, -0.14, 0.98], [-0.66, -0.17, 0.73], [-0.82, -0.35, 0.81], [-0.73, -0.31, 0.72], [-0.71, -0.32, 0.65], [-0.64, -0.27, 0.6], [-0.58, -0.29, 0.66], [-0.67, -0.16, 0.83], [-0.91, -0.3, 0.91], [-0.66, -0.3, 0.64], [-0.61, -0.23, 0.65], [-0.72, -0.3, 0.68], [-0.71, -0.23, 0.63], [-0.73, -0.2, 0.66], [-0.79, -0.17, 0.72], [-0.83, -0.3, 1.04], [-0.51, -0.13, 0.31], [-0.75, -0.22, 0.68], [-0.74, -0.17, 0.72], [-0.75, -0.22, 0.69], [-0.75, -0.15, 0.73], [-0.82, -0.15, 0.55], [-0.79, -0.12, 0.71], [-0.71, -0.18, 0.76], [-0.62, -0.01, 0.83], [-0.76, -0.13, 0.75], [-0.85, -0.24, 0.69], [-0.83, -0.24, 0.63], [-0.94, -0.24, 0.55], [-0.92, -0.27, 0.53], [-0.78, -0.2, 0.57], [-0.76, -0.16, 0.62], [-0.85, -0.06, 0.66], [-0.77, -0.05, 0.72], [-0.76, -0.12, 0.74], [-0.76, -0.1, 0.68], [-0.78, -0.16, 0.68], [-0.75, -0.13, 0.68], [-0.74, -0.13, 0.71], [-0.72, -0.14, 0.74], [-0.75, -0.13, 0.7], [-0.67, -0.15, 0.77], [-0.69, -0.18, 0.76], [-0.75, -0.2, 0.73], [-0.72, -0.22, 0.72], [-0.79, -0.13, 0.68], [-0.81, -0.09, 0.66], [-0.8, -0.09, 0.67], [-0.81, -0.19, 0.61], [-0.81, -0.19, 1.04], [-0.67, -0.23, 0.68], [-0.32, -0.5, 0.24], [-0.57, -0.47, 0.61], [-0.74, -0.47, 0.74], [-0.65, -0.09, 0.52], [-0.76, -0.09, 0.69], [-0.94, -0.04, 0.83], [-0.77, -0.07, 0.73], [-0.72, -0.21, 0.65], [-0.83, -0.25, 0.76], [-0.75, -0.22, 0.71], [-0.74, -0.15, 0.69], [-0.77, 0.18, 0.78], [-0.75, 0.17, 0.73], [-0.74, -0.06, 0.66], [-0.73, -0.26, 0.69], [-0.65, -0.53, 0.7], [-0.73, -0.29, 0.72], [-0.74, -0.14, 0.71], [-0.75, -0.05, 0.7], [-0.74, 0.08, 0.75], [-0.74, -0.12, 0.71], [-0.75, -0.17, 0.71], [-0.76, -0.19, 0.72], [-1.01, -0.2, 0.61], [-1.42, 0.17, 1.08], [-0.64, -0.32, 0.86], [-0.48, -0.55, 0.84], [-0.53, -0.5, 0.94], [-0.38, -0.17, 0.79], [-0.39, -0.29, 0.98], [-1.31, -0.41, 1.9]]","[[184.81, -361.15, -25.45], [113.65, -707.15, -84.47], [4.39, -838.81, 60.61], [107.3, -324.83, 138.79], [170.96, 155.46, -11.05], [-44.92, 8.06, 69.95], [-109.99, 25.33, 82.46], [-18.74, 4.7, 17.64], [-31.07, -54.14, -23.38], [-17.33, -63.54, 35.58], [13.24, -30.09, 29.24], [10.13, -27.83, 11.78], [-1.59, -8.24, 18.86], [43.03, -16.3, 9.58], [25.7, -13.79, 7.69], [3.23, 0.49, 14.47], [-2.32, -10.07, 2.08], [17.27, -46.02, 3.05], [-8.12, -54.99, 6.16], [-10.07, -27.65, -5.62], [-29.24, 2.32, -14.83], [4.94, 16.17, -2.75], [-5.0, -4.58, -5.37], [-8.12, -12.39, -1.4], [-20.45, -9.7, -0.49], [-20.94, -12.21, -9.4], [-18.86, -10.8, -5.86], [52.92, -35.28, 3.97], [-3.91, 2.87, -6.77], [0.49, 1.65, -0.73], [-0.79, -5.19, -2.81], [4.27, -17.15, 0.0], [6.9, -22.89, 2.56], [6.35, 26.43, -1.1], [-38.94, 37.6, -24.35], [-58.96, 39.73, -38.82], [-24.17, 27.77, -32.47], [42.85, 28.81, -22.34], [36.25, 19.17, -13.43], [18.62, -1.04, -8.0], [14.28, -8.18, -6.59], [25.27, -25.94, 5.13], [-0.67, -1.83, 1.1], [-17.52, 24.84, 1.77], [-34.24, 15.08, -17.03], [-18.43, 0.24, -10.62], [20.51, -13.49, 4.21], [20.45, -15.63, 7.45], [9.03, -14.28, -2.5], [-1.65, -16.97, 0.85], [-1.4, -12.82, 3.23], [10.01, -17.21, 7.2], [12.15, -16.17, 7.87], [11.05, -10.01, 12.51], [10.74, -4.21, 14.04], [3.11, -8.48, 9.28], [-4.21, -15.99, 1.53], [-16.36, -15.01, -5.19], [-6.23, -25.45, -0.24], [13.67, -24.35, 15.56], [16.42, -23.13, 17.7], [-4.21, -14.71, 27.34], [91.19, 111.33, 49.38], [52.98, 75.74, 30.15], [-27.83, 17.21, -5.68], [-24.41, 19.23, 16.6], [-9.7, 10.31, 34.42], [-37.6, -11.17, -6.65], [-38.09, -19.1, 2.69], [-14.28, -8.42, 8.67], [-9.7, -7.39, 0.0], [-16.85, -12.7, -2.26], [-13.43, 4.21, -9.4], [-17.94, 6.84, -10.8], [-18.13, 8.18, -36.62], [2.38, 3.36, -57.07], [7.14, 2.5, -47.55], [36.32, -5.13, -12.39], [51.76, -4.82, 20.14], [1.4, 3.17, 3.17], [-21.61, -0.43, -19.35], [-26.25, -0.79, -17.94], [1.83, 2.62, 4.39], [31.43, -2.99, 22.46], [11.47, -1.71, 13.18], [-7.63, 2.08, 7.39], [-46.08, 37.66, 34.36], [59.57, 95.46, 73.55], [80.44, 118.96, 29.36], [-44.49, 159.73, -24.66], [-54.81, 145.02, 0.61], [-60.3, 135.56, 6.77], [-50.29, 102.17, -14.1], [-109.62, 172.67, -9.95]]"
A,"[[1.61, 0.19, -2.96], [-1.94, 0.45, -2.57], [-4.0, -0.42, -0.73], [-4.0, 0.46, 4.0], [-2.05, -0.65, 0.79], [-0.29, 0.03, 0.8], [-0.52, 0.11, 1.32], [-0.63, -0.2, 1.16], [-0.46, -0.41, 0.21], [-0.7, -0.14, 0.9], [-0.96, -0.39, 1.05], [-0.92, -0.37, 0.95], [-0.61, -0.17, 0.6], [-0.7, -0.4, 0.72], [-0.73, -0.43, 0.77], [-0.59, -0.08, 0.63], [-0.75, -0.15, 0.85], [-0.76, -0.24, 0.8], [-0.62, -0.27, 0.6], [-0.64, -0.22, 0.75], [-0.52, -0.27, 0.63], [-0.67, -0.19, 0.85], [-0.66, -0.16, 0.84], [-0.63, -0.16, 0.87], [-0.36, -0.17, 0.81], [-0.53, -0.18, 0.87], [-0.51, -0.16, 0.78], [-0.7, -0.01, 0.75], [-0.87, -0.09, 0.72], [-0.82, -0.13, 0.64], [-0.81, -0.22, 0.62], [-0.73, -0.21, 0.59], [-0.73, -0.23, 0.63], [-0.84, -0.03, 0.71], [-0.78, -0.08, 0.71], [-0.79, -0.06, 0.7], [-0.73, -0.2, 0.72], [-0.73, -0.22, 0.69], [-0.64, -0.17, 0.8], [-0.61, -0.23, 0.8], [-0.57, -0.25, 0.85], [-0.52, -0.33, 0.84], [-0.71, -0.3, 0.78], [-0.68, -0.4, 0.81], [-1.41, -0.42, 1.41], [-0.38, -0.32, 0.15], [-0.11, -0.39, 0.23], [-0.43, -0.34, 0.55], [-0.74, -0.26, 0.79], [-0.73, 0.03, 0.73], [-0.86, -0.16, 0.86], [-0.84, -0.19, 0.87], [-0.65, -0.31, 0.72], [-0.6, -0.24, 0.7], [-0.73, -0.22, 0.83], [-0.68, -0.23, 0.74], [-0.74, 0.26, 0.84], [-0.67, 0.21, 0.81], [-0.76, -0.33, 0.7], [-0.69, -0.36, 0.68], [-0.67, -0.57, 0.63], [-0.68, -0.31, 0.75], [-0.68, -0.13, 0.79], [-0.68, -0.07, 0.77], [-0.7, -0.21, 0.72], [-0.7, -0.19, 0.74], [-0.71, -0.19, 0.78], [-1.0, -0.44, 0.94], [-0.91, 0.14, 1.0], [-0.6, -0.33, 0.82], [-0.64, -0.39, 0.96], [-0.56, -0.51, 0.83], [-0.52, -0.58, 0.77], [-1.07, -0.81, 1.11], [-1.32, -0.82, 1.54], [-1.84, -1.13, 1.53]]","[[150.76, -617.8, 42.11], [51.39, -870.79, -73.06], [-100.95, -819.76, -18.62], [-84.41, -317.02, 44.31], [131.35, 77.94, 41.81], [197.27, -108.46, 146.06], [28.69, -50.42, 46.02], [33.94, 50.11, 37.11], [-12.45, 37.84, 67.2], [32.9, -57.5, 49.19], [-43.52, 12.82, 3.54], [-11.6, 18.37, 32.71], [-19.04, 29.72, 11.47], [8.73, 9.03, 7.2], [10.62, 2.08, 16.17], [-46.63, -2.75, 1.4], [-21.67, -7.93, -14.04], [-3.97, -3.23, -3.91], [-6.59, -4.94, -5.13], [-6.84, -8.61, -0.67], [-10.25, -4.21, -4.39], [-21.36, 3.66, -5.74], [0.31, -11.23, -4.15], [62.99, -41.02, 9.95], [54.99, -15.44, 6.96], [-32.04, 26.31, -31.25], [-129.39, 51.33, -73.73], [-79.1, 35.46, -51.76], [28.2, 5.31, -3.66], [56.09, -14.47, 6.84], [59.81, -25.21, 10.38], [41.63, -25.39, 15.56], [-2.38, 19.35, 7.26], [-37.9, 20.94, -15.14], [-10.68, 2.2, -15.93], [17.52, -11.72, -6.77], [42.48, -19.41, 0.79], [15.63, -20.63, 0.18], [20.2, -21.55, 4.94], [24.41, -16.11, 6.9], [26.31, -12.88, 10.13], [23.99, -5.98, 13.55], [18.74, -6.96, 14.04], [-7.2, -21.73, -1.16], [10.01, 68.97, 31.92], [98.69, 123.78, 81.54], [2.26, 35.71, 23.74], [-53.22, -36.01, -10.38], [-26.73, -37.48, 23.86], [-37.9, -4.27, 1.77], [-40.41, -6.29, -19.65], [-5.49, -11.17, 5.43], [-1.65, 2.38, 5.55], [-16.72, 0.24, -0.98], [-23.38, -3.6, -4.94], [-10.01, -4.33, -7.39], [13.67, -4.09, -3.48], [0.0, 9.52, -58.72], [-0.12, 9.77, -60.67], [41.14, -6.59, 3.17], [29.48, -2.81, 16.54], [-20.02, 7.32, -4.7], [-27.22, 3.85, -18.37], [8.12, -5.37, -4.52], [17.03, -5.0, 5.86], [4.7, 1.89, 1.89], [8.3, 3.36, 0.67], [15.69, 13.18, 21.12], [74.04, 62.87, 79.9], [78.37, 63.9, 37.05], [67.02, 42.72, 20.81], [17.09, 41.32, 9.28], [16.3, 9.22, 16.78], [-12.63, -7.75, 13.98], [-61.65, 69.82, -4.03], [-116.33, 289.92, 12.33]]"
